epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,76.1754,2.07724,4.40878,1.69621,0.69161,0.01439,0.05235,0.02972,2.05782,4.02749,1.49122,0.000206963,0.000206963,0.000206963
